region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-17,SYN002765,2016-12-04,6423,471.13,257.01,3026067.9899999998,1832257.42,1140777.47
North America,Mexico,Household,Offline,C,2014-11-01,SYN002766,2014-12-15,7111,663.3,467.83,4716726.3,3235794.78,1155137.16
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-22,SYN002767,2016-09-10,5736,106.59,36.49,611400.24,192060.49,423544.19
Asia,Kyrgyzstan,Vegetables,Online,H,2011-06-19,SYN002768,2011-07-16,133,165.32,92.06,21987.559999999998,10881.74,8221.18
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-06-03,SYN002769,2010-06-28,10124,248.52,151.76,2516016.48,1668221.9,1067725.98
Middle East and North Africa,Pakistan,Cosmetics,Offline,L,2013-07-09,SYN002770,2013-08-21,10186,484.35,259.56,4933589.100000001,2633539.35,1721744.61
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-20,SYN002771,2011-01-28,8568,48.45,32.61,415119.60000000003,262190.2,138819.67
Europe,Lithuania,Office Supplies,Offline,H,2010-10-24,SYN002772,2010-11-22,7590,625.32,509.44,4746178.800000001,4653652.15,983691.09
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-14,SYN002773,2015-09-27,695,8.61,6.92,5983.95,4428.94,1502.1
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-01,SYN002774,2014-10-10,2102,9.33,6.89,19611.66,15702.67,5285.16
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-22,SYN002775,2016-12-15,7200,413.99,281.82,2980728.0,1548517.37,1100556.4
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,2012-06-06,SYN002776,2012-06-24,3350,103.1,34.44,345385.0,125231.95,264185.11
Sub-Saharan Africa,Cote d'Ivoire,Clothes,Online,C,2012-06-01,SYN002777,2012-07-01,3733,112.59,35.1,420298.47000000003,118384.91,261939.74
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-01-25,SYN002778,2013-02-02,4985,660.48,526.07,3292492.8000000003,2562807.5,689664.14
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-22,SYN002779,2013-10-27,7629,9.33,6.38,71178.57,49304.9,18542.18
Sub-Saharan Africa,Cape Verde,Clothes,Offline,H,2014-07-26,SYN002780,2014-08-18,4048,104.94,35.12,424797.12,152916.24,310682.88
Australia and Oceania,Australia,Cereal,Offline,H,2013-06-11,SYN002781,2013-06-28,724,205.02,119.91,148434.48,77475.66,55624.94
Asia,Mongolia,Personal Care,Offline,C,2014-02-16,SYN002782,2014-02-16,4583,90.47,55.19,414624.01,279574.6,123936.16
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-30,SYN002783,2016-07-28,2245,161.4,92.88,362343.0,211170.0,127297.97
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-17,SYN002784,2011-04-20,4121,675.9,490.68,2785383.9,2153915.97,710639.7
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-22,SYN002785,2015-11-25,2979,625.95,544.65,1864705.05,1518615.55,357606.0
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-05-27,SYN002786,2016-07-06,1334,141.07,94.42,188187.38,135684.14,87451.65
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-03,SYN002787,2010-05-13,6243,9.4,7.19,58684.200000000004,39825.74,14267.96
Europe,Norway,Beverages,Offline,C,2014-07-25,SYN002788,2014-07-31,5304,49.39,36.38,261964.56,175641.29,76699.08
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-11,SYN002789,2012-03-31,5919,146.03,90.51,864351.57,594788.93,393557.86
Europe,Austria,Cosmetics,Offline,H,2015-02-23,SYN002790,2015-02-28,2907,451.74,279.61,1313208.18,683485.53,500460.6
Australia and Oceania,East Timor,Meat,Online,L,2012-08-03,SYN002791,2012-09-05,6320,417.22,374.53,2636830.4000000004,2030873.28,328543.84
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-23,SYN002792,2012-07-30,7466,147.5,97.54,1101235.0,733955.94,509214.42
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-10-21,SYN002793,2014-11-22,9501,47.28,31.01,449207.28,317697.98,141420.8
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-20,SYN002794,2012-07-23,8248,148.32,96.59,1223343.3599999999,782405.15,529461.48
Sub-Saharan Africa,Lesotho,Fruits,Online,L,2013-08-23,SYN002795,2013-09-23,9847,10.08,6.88,99257.76,69008.04,24965.97
Asia,Myanmar,Household,Offline,H,2015-01-21,SYN002796,2015-02-22,8896,654.87,510.22,5825723.5200000005,4006879.0,1390083.04
Middle East and North Africa,Libya,Clothes,Offline,H,2010-10-27,SYN002797,2010-11-22,6178,111.81,37.33,690762.18,230887.31,437061.5
Asia,Bangladesh,Clothes,Online,L,2017-01-14,SYN002798,2017-02-24,8944,106.33,37.9,951015.52,307071.02,622892.14
Asia,Kyrgyzstan,Vegetables,Online,H,2011-06-22,SYN002799,2011-07-16,119,150.56,85.85,17916.64,11303.14,7583.8
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-14,SYN002800,2017-03-29,3009,82.26,55.9,247520.34000000003,171402.96,73802.32
Sub-Saharan Africa,Zambia,Snacks,Online,L,2010-12-31,SYN002801,2011-01-11,3723,147.78,89.67,550184.9400000001,425015.99,218247.74
Europe,Lithuania,Office Supplies,Offline,H,2010-10-27,SYN002802,2010-11-19,8229,592.95,482.08,4879385.550000001,4267298.49,1099610.26
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-25,SYN002803,2013-08-03,10416,457.66,271.54,4766986.5600000005,2586920.04,1814051.98
Middle East and North Africa,Libya,Fruits,Online,L,2015-08-15,SYN002804,2015-09-27,662,9.55,7.15,6322.1,4530.78,1416.52
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-21,SYN002805,2016-09-02,4977,107.66,37.82,535823.82,182562.19,393684.56
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-06,SYN002806,2014-09-28,2244,10.05,7.16,22552.2,13750.75,5285.71
Asia,Bangladesh,Clothes,Online,L,2017-01-10,SYN002807,2017-02-28,7753,112.59,37.37,872910.27,290896.14,617023.32
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-18,SYN002808,2013-10-21,7699,8.74,6.97,67289.26,52677.41,18727.92
Central America and the Caribbean,Belize,Clothes,Offline,M,2016-07-20,SYN002809,2016-09-01,4735,103.11,35.82,488225.85,196874.55,400156.97
Europe,Switzerland,Personal Care,Online,M,2010-12-22,SYN002810,2011-01-25,267,85.65,53.89,22868.550000000003,15450.38,7420.72
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-14,SYN002811,2014-09-27,2175,9.03,6.71,19640.25,15535.11,4973.55
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-26,SYN002812,2013-03-21,4216,188.53,122.05,794842.48,488929.52,329621.47
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages,Online,C,2011-05-23,SYN002813,2011-07-22,5689,46.62,33.06,265221.18,187244.04,89382.79
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-22,SYN002814,2012-04-09,5775,157.92,89.08,911987.9999999999,645487.39,435031.03
Europe,Romania,Cosmetics,Online,H,2010-11-24,SYN002815,2010-12-21,8172,466.48,247.49,3812074.56,2053995.15,1336451.52
Asia,Malaysia,Fruits,Offline,L,2011-11-04,SYN002816,2011-12-21,6402,9.49,7.17,60754.98,41197.29,15176.37
Sub-Saharan Africa,Rwanda,Office Supplies,Offline,L,2013-01-25,SYN002817,2013-02-02,5148,627.03,498.47,3227950.44,2864892.81,654584.18
Middle East and North Africa,Azerbaijan,Cosmetics,Online,M,2010-01-31,SYN002818,2010-02-28,6684,456.01,263.12,3047970.84,1733805.24,1334477.12
Central America and the Caribbean,Nicaragua,Beverages,Offline,C,2011-02-14,SYN002819,2011-03-24,8217,47.8,31.58,392772.6,269686.12,139513.03
Europe,Slovenia,Beverages,Offline,C,2016-10-17,SYN002820,2016-11-22,4986,46.44,33.72,231549.84,156826.11,76048.31
Australia and Oceania,Australia,Office Supplies,Online,C,2015-10-27,SYN002821,2015-11-18,2868,610.65,518.05,1751344.2,1788360.18,362887.0
Sub-Saharan Africa,Sierra Leone,Vegetables,Offline,C,2016-05-26,SYN002822,2016-06-28,1543,151.13,93.09,233193.59,137290.91,95906.59
Sub-Saharan Africa,The Gambia,Household,Offline,L,2012-05-23,SYN002823,2012-06-06,2365,661.8,475.32,1565157.0,1276255.55,414415.52
North America,Mexico,Personal Care,Offline,M,2015-08-01,SYN002824,2015-08-10,5902,87.3,55.22,515244.6,332420.37,142180.86
Europe,Romania,Cosmetics,Online,H,2010-11-29,SYN002825,2010-12-29,7967,439.49,260.4,3501416.83,2069877.74,1412160.2
Asia,Mongolia,Personal Care,Offline,C,2014-02-26,SYN002826,2014-02-18,5067,84.35,57.2,427401.44999999995,270908.04,129475.59
Sub-Saharan Africa,Madagascar,Clothes,Offline,L,2015-04-19,SYN002827,2015-05-26,7421,117.28,37.88,870334.88,263545.54,551196.44
Europe,Iceland,Cosmetics,Online,C,2017-01-07,SYN002828,2017-01-05,9176,445.84,274.78,4091027.84,2363488.9,1515647.56
Sub-Saharan Africa,Djibouti,Snacks,Online,M,2017-03-04,SYN002829,2017-02-23,7089,160.31,91.36,1136437.59,763438.74,420979.93
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-17,SYN002830,2011-04-26,4215,651.73,509.85,2747041.95,1636319.26,681903.13
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-19,SYN002831,2017-01-21,4691,452.1,373.96,2120801.1,1713768.13,266990.75
Central America and the Caribbean,Costa Rica,Personal Care,Offline,L,2017-05-14,SYN002832,2017-05-28,6448,77.68,57.5,500880.6400000001,364445.02,163112.14
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-23,SYN002833,2010-06-27,9214,225.83,160.96,2080797.62,1710193.64,884806.68
Sub-Saharan Africa,The Gambia,Cereal,Offline,H,2012-06-03,SYN002834,2012-06-04,2170,183.39,119.03,397956.3,251677.41,194208.74
Sub-Saharan Africa,Senegal,Cereal,Online,H,2014-04-17,SYN002835,2014-05-28,6709,193.18,123.1,1296044.62,829791.37,555500.81
Europe,Lithuania,Office Supplies,Offline,H,2010-10-27,SYN002836,2010-11-11,8177,666.46,508.11,5449643.42,4291401.23,1092258.0
Europe,Norway,Baby Food,Online,L,2014-05-09,SYN002837,2014-07-01,7491,251.45,155.21,1883611.95,1170076.0,766094.0
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-16,SYN002838,2013-08-13,9221,460.54,265.1,4246639.34,2346761.31,1390485.27
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-17,SYN002839,2013-05-17,5430,652.61,518.87,3543672.3000000003,2817625.47,615171.62
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-07,SYN002840,2016-12-19,949,662.18,487.84,628408.82,453262.99,121456.0
Sub-Saharan Africa,Mozambique,Household,Offline,L,2012-02-09,SYN002841,2012-02-08,5253,671.84,509.42,3529175.52,2577826.34,908957.67
Europe,Spain,Household,Offline,L,2012-10-19,SYN002842,2012-11-26,4498,624.14,519.21,2807381.7199999997,2197792.37,710031.13
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,2014-04-09,SYN002843,2014-04-21,7451,427.89,260.99,3188208.39,1881886.55,1184188.55
Europe,France,Cosmetics,Online,H,2017-05-22,SYN002844,2017-06-06,1830,438.7,263.74,802821.0,486994.65,321584.78
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-15,SYN002845,2017-02-13,8320,699.85,483.83,5822752.0,4718334.94,1465338.9
Europe,France,Cosmetics,Online,H,2017-05-20,SYN002846,2017-06-11,1876,426.36,274.49,799851.36,496672.41,322386.67
Asia,Laos,Vegetables,Offline,C,2011-09-13,SYN002847,2011-10-21,4124,155.27,91.01,640333.4800000001,349636.16,228477.13
Australia and Oceania,Australia,Beverages,Offline,H,2014-07-11,SYN002848,2014-07-17,8936,48.3,34.23,431608.8,314370.23,165748.99
Asia,Laos,Vegetables,Offline,C,2011-09-17,SYN002849,2011-10-30,3772,161.74,89.03,610083.28,344104.03,233377.28
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-26,SYN002850,2014-07-12,8257,8.4,7.09,69358.8,56296.88,19759.95
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-22,SYN002851,2013-10-31,7722,9.0,7.9,69498.0,52641.69,19336.21
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-19,SYN002852,2016-12-02,6577,461.36,252.07,3034364.72,1640674.99,1029720.91
Sub-Saharan Africa,Niger,Personal Care,Online,H,2017-03-10,SYN002853,2017-03-27,2869,83.51,58.69,239590.19,172709.25,77425.89
Europe,Switzerland,Personal Care,Online,M,2010-12-19,SYN002854,2011-01-26,280,89.4,62.01,25032.0,15244.94,6970.16
Europe,Switzerland,Personal Care,Online,M,2010-12-30,SYN002855,2011-01-30,282,82.54,59.21,23276.280000000002,15083.39,6811.61
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-15,SYN002856,2012-01-14,1274,632.86,548.26,806263.64,678823.36,157831.78
Middle East and North Africa,Syria,Fruits,Online,L,2011-11-26,SYN002857,2011-12-09,3765,8.7,6.55,32755.499999999996,26644.38,9075.11
Middle East and North Africa,Kuwait,Fruits,Online,M,2012-05-03,SYN002858,2012-05-14,487,9.38,7.02,4568.06,3580.64,1296.9
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-07,SYN002859,2014-11-15,5508,9.7,7.4,53427.6,38677.91,13174.63
Europe,Macedonia,Clothes,Offline,C,2014-10-20,SYN002860,2014-11-10,8297,106.95,36.75,887364.15,268447.5,621337.28
Australia and Oceania,New Zealand,Fruits,Online,H,2014-09-04,SYN002861,2014-09-27,2465,9.87,6.79,24329.55,14852.47,5152.46
Europe,Slovakia,Vegetables,Online,H,2012-10-11,SYN002862,2012-11-16,191,153.23,90.15,29266.929999999997,14546.33,10642.03
Europe,Macedonia,Clothes,Offline,C,2014-10-17,SYN002863,2014-11-08,8039,102.11,38.23,820862.29,278533.56,583970.61
Central America and the Caribbean,Honduras,Household,Offline,H,2017-02-13,SYN002864,2017-02-15,8270,662.99,491.7,5482927.3,4630682.56,1558895.98
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-25,SYN002865,2013-05-13,4954,652.5,508.81,3232485.0,2396254.29,597764.25
Europe,Iceland,Cosmetics,Online,C,2016-12-26,SYN002866,2016-12-26,8220,424.96,251.54,3493171.1999999997,2296659.57,1552415.53
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-29,SYN002867,2016-04-28,1005,193.87,105.9,194839.35,119292.2,86734.1
Europe,Slovakia,Vegetables,Online,H,2012-10-03,SYN002868,2012-11-17,162,151.81,84.55,24593.22,15832.86,10352.76
North America,Mexico,Personal Care,Offline,M,2015-07-27,SYN002869,2015-08-06,5877,83.66,58.09,491669.82,342693.62,148446.5
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Offline,H,2013-09-21,SYN002870,2013-10-19,7251,10.09,6.74,73162.59,57865.99,18456.29
Europe,Austria,Cosmetics,Offline,H,2015-02-26,SYN002871,2015-02-25,2703,433.12,274.15,1170723.36,747761.08,522153.31
Sub-Saharan Africa,Kenya,Vegetables,Online,L,2012-03-18,SYN002872,2012-04-02,5722,147.12,92.98,841820.64,628319.67,408466.44
Middle East and North Africa,Saudi Arabia,Cereal,Online,M,2013-03-26,SYN002873,2013-03-31,4242,187.0,112.91,793254.0,510951.62,358580.92
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-27,SYN002874,2016-04-23,985,212.84,107.8,209647.4,104305.73,74224.39
Sub-Saharan Africa,Sao Tome and Principe,Fruits,Online,C,2014-06-27,SYN002875,2014-07-12,7502,9.03,6.75,67743.06,55944.0,19038.61
Sub-Saharan Africa,Sierra Leone,Office Supplies,Offline,H,2016-12-01,SYN002876,2016-12-18,984,599.01,539.61,589425.84,457172.5,113770.0
Sub-Saharan Africa,Comoros,Cereal,Offline,H,2016-03-27,SYN002877,2016-05-02,895,201.98,105.95,180772.09999999998,111215.29,83234.76
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-07,SYN002878,2014-11-14,5249,9.35,6.74,49078.15,39616.63,13265.66
Sub-Saharan Africa,The Gambia,Meat,Online,M,2017-01-12,SYN002879,2017-01-25,4472,427.59,357.44,1912182.48,2006888.88,283599.11
Sub-Saharan Africa,Angola,Household,Offline,M,2011-04-17,SYN002880,2011-05-01,4173,698.99,559.37,2916885.27,2025072.07,658512.05
Australia and Oceania,Fiji,Clothes,Offline,C,2010-07-06,SYN002881,2010-08-04,10095,127.64,37.64,1288525.8,359745.89,738677.88
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-29,SYN002882,2013-05-23,4688,674.55,531.16,3162290.4,2729197.37,670977.19
Europe,Monaco,Baby Food,Offline,H,2012-05-25,SYN002883,2012-05-26,8072,240.85,164.27,1944141.2,1433600.88,868253.64
Europe,United Kingdom,Household,Online,L,2012-01-05,SYN002884,2012-02-08,290,734.91,495.24,213123.9,136980.78,44629.41
Europe,Switzerland,Cosmetics,Offline,M,2012-09-11,SYN002885,2012-10-16,8492,421.64,261.13,3580566.88,2449873.81,1623096.56
Australia and Oceania,Kiribati,Fruits,Online,M,2014-10-20,SYN002886,2014-11-13,5290,8.46,6.9,44753.4,35947.19,13896.89
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-10-24,SYN002887,2014-11-13,8971,44.6,32.1,400106.60000000003,286239.7,145979.21
Europe,Switzerland,Personal Care,Online,M,2010-12-16,SYN002888,2011-01-28,279,70.27,52.04,19605.329999999998,16390.63,7168.13
Middle East and North Africa,Kuwait,Fruits,Online,M,2012-04-27,SYN002889,2012-05-24,490,10.07,7.29,4934.3,3798.59,1279.61
Sub-Saharan Africa,Sao Tome and Principe,Beverages,Offline,C,2011-01-09,SYN002890,2011-01-19,8958,44.59,29.98,399437.22000000003,264491.84,148242.47
Australia and Oceania,Samoa,Cosmetics,Online,H,2013-07-13,SYN002891,2013-08-05,9884,388.55,257.73,3840428.2,2585088.21,1748760.96
Europe,Portugal,Baby Food,Online,H,2015-07-30,SYN002892,2015-08-28,1248,259.64,151.53,324030.72,196491.85,113138.1
Europe,Romania,Cosmetics,Online,H,2010-11-29,SYN002893,2010-12-24,7760,463.82,265.07,3599243.1999999997,2049685.6,1452374.3
Asia,Turkmenistan,Office Supplies,Online,M,2013-04-30,SYN002894,2013-05-24,5648,650.32,560.2,3673007.3600000003,2655434.44,647163.89
Asia,Turkmenistan,Household,Offline,L,2011-01-02,SYN002895,2011-01-20,3933,650.96,523.37,2560225.68,1855360.14,650837.55
Australia and Oceania,Australia,Cereal,Offline,H,2013-06-10,SYN002896,2013-07-05,683,199.56,115.05,136299.48,92796.15,60450.28
Middle East and North Africa,Iran,Cosmetics,Online,H,2016-11-13,SYN002897,2016-12-01,6809,436.32,259.98,2970902.88,1699256.75,1206066.55
Europe,Switzerland,Personal Care,Online,M,2010-12-16,SYN002898,2011-01-25,287,83.88,59.19,24073.559999999998,15976.24,6712.65
Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,2014-04-07,SYN002899,2014-04-23,7347,457.54,266.51,3361546.3800000004,2076385.12,1262800.6
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-05-24,SYN002900,2010-06-28,9559,247.35,150.62,2364418.65,1556636.77,964718.37
Sub-Saharan Africa,Burkina Faso,Vegetables,Online,H,2012-07-20,SYN002901,2012-07-21,8234,151.26,89.87,1245474.8399999999,728948.35,473207.9
Europe,Macedonia,Clothes,Offline,C,2014-10-08,SYN002902,2014-11-13,7801,113.63,35.25,886427.63,269552.66,578656.05
Asia,Sri Lanka,Cosmetics,Offline,M,2016-11-25,SYN002903,2016-12-18,7065,430.71,264.43,3042966.15,1879446.22,1227047.55
Sub-Saharan Africa,Djibouti,Cereal,Online,H,2017-05-22,SYN002904,2017-06-24,8469,219.74,116.99,1860978.06,890295.8,791244.06
Asia,Brunei,Office Supplies,Online,L,2012-04-03,SYN002905,2012-05-07,6914,654.16,523.68,4522862.24,3582900.61,775542.0
Australia and Oceania,Tuvalu,Baby Food,Offline,H,2010-06-03,SYN002906,2010-07-03,10506,244.45,157.67,2568191.6999999997,1603928.73,969150.09
Europe,Lithuania,Office Supplies,Offline,H,2010-10-17,SYN002907,2010-11-19,8102,638.92,542.31,5176529.84,4096216.56,1057909.46
Sub-Saharan Africa,Mali,Fruits,Online,L,2010-05-14,SYN002908,2010-05-05,5977,9.13,6.62,54570.01,40141.25,13779.26
Australia and Oceania,Federated States of Micronesia,Beverages,Online,C,2014-10-23,SYN002909,2014-11-15,9515,51.21,30.08,487263.15,275620.56,146926.07
Central America and the Caribbean,Honduras,Snacks,Online,L,2016-06-30,SYN002910,2016-07-22,2292,153.32,104.92,351409.44,230045.0,127522.58
Central America and the Caribbean,Grenada,Cereal,Online,C,2012-08-23,SYN002911,2012-09-20,2890,202.59,106.43,585485.1,326464.7,241868.59
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-11,SYN002912,2015-02-22,2731,253.08,163.36,691161.48,455576.99,302954.15
Australia and Oceania,Australia,Cereal,Offline,H,2013-06-16,SYN002913,2013-07-02,753,212.42,120.49,159952.25999999998,82906.65,65839.35
Sub-Saharan Africa,Mauritania,Office Supplies,Offline,C,2012-01-08,SYN002914,2012-01-19,1311,601.04,484.47,787963.44,698592.21,171175.49
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-09,SYN002915,2011-01-12,4184,145.14,98.51,607265.7599999999,371594.97,228812.31
Europe,United Kingdom,Household,Online,L,2012-01-03,SYN002916,2012-02-16,271,667.52,449.0,180897.91999999998,140679.63,47614.13
Europe,Monaco,Baby Food,Offline,H,2012-05-30,SYN002917,2012-06-05,8489,252.47,158.34,2143217.83,1412514.62,791437.69
Middle East and North Africa,Lebanon,Clothes,Online,L,2012-09-12,SYN002918,2012-10-13,7415,103.07,36.82,764264.0499999999,296332.77,567949.63
Europe,Portugal,Baby Food,Online,H,2015-08-02,SYN002919,2015-09-06,1226,287.19,161.47,352094.94,218316.47,124627.86
Sub-Saharan Africa,Zambia,Snacks,Online,L,2011-01-08,SYN002920,2011-01-08,4212,148.89,92.96,627124.6799999999,420655.7,217318.68
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-02-04,SYN002921,2015-02-21,3066,239.74,165.34,735042.8400000001,493467.93,303474.0
Europe,San Marino,Baby Food,Online,L,2013-06-23,SYN002922,2013-06-30,4919,260.17,157.47,1279776.23,798047.0,434442.0
Europe,Norway,Beverages,Offline,C,2014-07-23,SYN002923,2014-08-04,5110,48.48,33.2,247732.8,168287.86,75620.36
Australia and Oceania,Solomon Islands,Baby Food,Online,C,2015-01-28,SYN002924,2015-02-25,3165,251.78,162.62,796883.7,515034.81,292785.09
